Sentence,Label
Cats shed the outside layer of their claw sheaths when scratching rough surfaces.Most cats have five claws on their front paws and four on their rear paws.,1
"Premature graying can occur in dogs from as early as one year of age; this is associated with impulsive behaviors, anxiety behaviors, fear of noise, and fear of unfamiliar people or animals.",0
"Female offspring rarely stay at home, dispersing over distances that allow them to breed independently, or to join unrelated groups.",0
Rabbits are prey animals and are therefore constantly aware of their surroundings.,0
Species C. canus—Gansu hamster,0
"In particular, older cats show aggressiveness toward newly arrived kittens, which include biting and scratching; this type of behavior is known as feline asocial aggression.Redirected aggression is a common form of aggression which can occur in multiple cat households.",1
The term rabbit is typically used for all Leporidae species excluding the genus Lepus.,0
Females paired with related males may undertake extra pair matings (see Promiscuity#Other animals for 90% frequency in avian species) that can reduce the negative effects of inbreeding.,0
"The authors proposed to reserve the term Aves only for the crown group consisting of the last common ancestor of all living birds and all of its descendants, which corresponds to meaning number 4 below.",0
"In a household, this sense helps them know when their owner is  near.",0
"Much like a mammalian heart, the avian heart is composed of endocardial, myocardial and epicardial layers.",0
"Dog Behaviour, Evolution, and Cognition.",0
"Although the numbers of dogs killed each year are relatively low, it induces a fear of wolves entering villages and farmyards to take dogs, and losses of dogs to wolves have led to demands for more liberal wolf hunting regulations.Coyotes and big cats have also been known to attack dogs.",0
"Data of the genome assembly of Canis lupus familiaris (version UU_Cfam_GSD_1.0/canFam4), via NCBI",0
"In mid-16th century France, cats would allegedly be burnt alive as a form of entertainment, particularly during midsummer festivals.",1
"All modern birds lie within the crown group Aves (alternately Neornithes), which has two subdivisions: the Palaeognathae, which includes the flightless ratites (such as the ostriches) and the weak-flying tinamous, and the extremely diverse Neognathae, containing all other birds.",0
"Many authors have used a definition similar to ""all theropods closer to birds than to Deinonychus"", with Troodon being sometimes added as a second external specifier in case it is closer to birds than to Deinonychus.",0
The last few are fused with the pelvis to form the synsacrum.,0
"In China, debates have ensued over banning the consumption of dog meat.",0
Other hamsters commonly kept as pets are the three species of dwarf hamster.,0
Hamsters become fertile at different ages depending on their species.,0
"Upon inhalation, 75% of the fresh air bypasses the lungs and flows directly into a posterior air sac which extends from the lungs and connects with air spaces in the bones and fills them with air.",0
Male hamsters typically have very large testes in relation to their body size.,0
"Outside these neutral areas, territory holders usually chase away stranger cats, at first by staring, hissing, and growling and, if that does not work, by short but noisy and violent attacks.",1
The main purpose of the guard stage is to aid offspring to thermoregulate and protect them from predation.,0
"Birds are a group of warm-blooded vertebrates constituting the class Aves (), characterised by feathers, toothless beaked jaws, the laying of hard-shelled eggs, a high metabolic rate, a four-chambered heart, and a strong yet lightweight skeleton.",0
They can be surgically sterilized (spayed or castrated) as early as seven weeks to limit unwanted reproduction.,1
"Cats use two hunting strategies, either stalking prey actively, or waiting in ambush until an animal comes close enough to be captured.",1
"""Collins Dictionary"".",0
Each front foot has four toes plus a dewclaw.,0
This adaptation allows more blood to be pumped to meet the high metabolic need associated with flight.,0
"The Angora rabbit breed, for example, was developed for its long, silky fur, which is often hand-spun into yarn.",0
"Some place it in a family Cricetidae that also includes voles, lemmings, and New World rats and mice; others group all these into a large family called Muridae.",0
"In 2021, a literature review of the current evidence infers that the dog was domesticated in Siberia 23,000 years ago by ancient North Siberians, then later dispersed eastward into the Americas and westward across Eurasia, with dogs likely accompanying the first humans to inhabit the Americas.",0
